,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR
2443,David Silva,es ESP,MF,Real Sociedad,es La Liga,36,1986,28,25,"1,937",21.5,0.09,0.23,0.33,0.09,0,0,3,0
2444,Rui Silva,pt POR,GK,Betis,es La Liga,28,1994,26,26,"2,340",26.0,0.00,0.00,0.00,0.00,0,0,2,0
2445,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,37,1984,27,26,"2,352",26.1,0.00,0.08,0.08,0.00,0,0,2,0
2446,Marco Silvestri,it ITA,GK,Udinese,it Serie A,31,1991,38,38,"3,420",38.0,0.00,0.00,0.00,0.00,0,0,0,0
2447,Abdallah Sima,sn SEN,FW,Angers,fr Ligue 1,21,2001,34,19,"1,836",20.4,0.25,0.05,0.29,0.25,0,0,0,0
2448,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,22,2000,24,18,"1,454",16.2,0.06,0.06,0.12,0.06,0,0,2,0
2449,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,27,1995,25,1,406,4.5,0.89,0.22,1.11,0.89,0,0,1,0
2450,Ellis Simms,eng ENG,FW,Everton,eng Premier League,21,2001,11,2,228,2.5,0.39,0.00,0.39,0.39,0,0,0,0
2451,Simo,es ESP,DF,Espanyol,es La Liga,17,2005,7,0,148,1.6,0.00,0.00,0.00,0.00,0,0,0,0
2452,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,27,1995,34,28,"2,346",26.1,0.19,0.15,0.35,0.15,1,1,3,0
2453,Unai Simón,es ESP,GK,Athletic Club,es La Liga,25,1997,31,31,"2,745",30.5,0.00,0.00,0.00,0.00,0,0,2,0
2454,Lassine Sinayoko,ml MLI,"MF,FW",Auxerre,fr Ligue 1,22,1999,33,16,"1,570",17.4,0.06,0.11,0.17,0.06,0,0,2,1
2455,Wilfried Singo,ci CIV,DF,Torino,it Serie A,21,2000,31,24,"2,046",22.7,0.09,0.04,0.13,0.09,0,0,8,0
2456,Luis Sinisterra,co COL,FW,Leeds United,eng Premier League,23,1999,19,13,867,9.6,0.52,0.00,0.52,0.52,0,0,3,1
2457,Daley Sinkgraven,nl NED,"DF,MF",Leverkusen,de Bundesliga,27,1995,12,4,344,3.8,0.00,0.52,0.52,0.00,0,0,1,0
2458,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,34,1988,6,5,510,5.7,0.00,0.00,0.00,0.00,0,0,1,0
2459,Hugo Siquet,be BEL,DF,Freiburg,de Bundesliga,20,2002,2,0,17,0.2,0.00,0.00,0.00,0.00,0,0,0,0
2460,Salvatore Sirigu,it ITA,GK,Fiorentina,it Serie A,35,1987,1,1,90,1.0,0.00,0.00,0.00,0.00,0,0,0,0
2461,Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,24,1997,26,13,"1,310",14.6,0.00,0.14,0.14,0.00,0,0,1,0
2462,Moussa Sissoko,fr FRA,MF,Nantes,fr Ligue 1,32,1989,30,22,"1,918",21.3,0.09,0.00,0.09,0.09,0,0,3,0
2463,Tim Skarke,de GER,"DF,MF",Union Berlin,de Bundesliga,25,1996,3,0,53,0.6,0.00,0.00,0.00,0.00,0,0,1,0
2464,Tim Skarke,de GER,"FW,MF",Schalke 04,de Bundesliga,25,1996,9,6,440,4.9,0.20,0.20,0.41,0.20,0,0,0,0
2465,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,27,1995,32,32,"2,856",31.7,0.22,0.03,0.25,0.22,0,0,5,0
2466,Oliver Skipp,eng ENG,MF,Tottenham,eng Premier League,21,2000,23,18,"1,491",16.6,0.06,0.00,0.06,0.06,0,0,7,0
2467,Leo Skiri Østigård,no NOR,DF,Napoli,it Serie A,22,1999,7,4,419,4.7,0.00,0.00,0.00,0.00,0,0,1,0
2468,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,31,1991,37,37,"3,330",37.0,0.00,0.00,0.00,0.00,0,0,4,0
2469,Robert Skov,dk DEN,DF,Hoffenheim,de Bundesliga,26,1996,23,16,"1,349",15.0,0.20,0.13,0.33,0.07,2,2,1,0
2470,Milan Škriniar,sk SVK,DF,Inter,it Serie A,27,1995,21,20,"1,769",19.7,0.00,0.00,0.00,0.00,0,0,5,1
2471,Naatan Skyttä,fi FIN,MF,Toulouse,fr Ligue 1,20,2002,2,0,23,0.3,0.00,0.00,0.00,0.00,0,0,0,0
2472,Islam Slimani,dz ALG,FW,Brest,fr Ligue 1,34,1988,16,11,986,11.0,0.09,0.09,0.18,0.09,0,1,5,0
2473,Chris Smalling,eng ENG,DF,Roma,it Serie A,32,1989,32,31,"2,808",31.2,0.10,0.03,0.13,0.10,0,0,7,0
2474,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,31,1991,37,34,"2,943",32.7,0.00,0.03,0.03,0.00,0,0,11,0
2475,Emile Smith Rowe,eng ENG,"MF,FW",Arsenal,eng Premier League,22,2000,12,0,172,1.9,0.00,1.05,1.05,0.00,0,0,0,0
2476,Hrvoje Smolčić,hr CRO,DF,Eint Frankfurt,de Bundesliga,21,2000,9,4,471,5.2,0.00,0.00,0.00,0.00,0,0,0,0
2477,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,30,1991,2,0,29,0.3,0.00,0.00,0.00,0.00,0,0,0,0
2478,Cédric Soares,pt POR,DF,Fulham,eng Premier League,30,1991,6,2,198,2.2,0.00,0.00,0.00,0.00,0,0,0,0
2479,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,30,1991,23,23,"1,766",19.6,0.00,0.00,0.00,0.00,0,0,6,0
2480,Eduard Sobol,ua UKR,DF,Strasbourg,fr Ligue 1,27,1995,15,9,870,9.7,0.00,0.10,0.10,0.00,0,0,2,0
2481,Rubén Sobrino,es ESP,"MF,FW",Cádiz,es La Liga,30,1992,33,28,"2,465",27.4,0.11,0.07,0.18,0.11,0,0,11,0
2482,Alex Sola,es ESP,DF,Real Sociedad,es La Liga,23,1999,10,3,349,3.9,0.00,0.00,0.00,0.00,0,0,1,0
2483,Dominic Solanke,eng ENG,"FW,MF",Bournemouth,eng Premier League,24,1997,33,32,"2,860",31.8,0.19,0.22,0.41,0.19,0,0,2,0
2484,Augusto Solari,ar ARG,MF,Celta Vigo,es La Liga,30,1992,12,3,262,2.9,0.00,0.34,0.34,0.00,0,0,0,0
2485,Ola Solbakken,no NOR,"MF,FW",Roma,it Serie A,23,1998,14,7,502,5.6,0.18,0.36,0.54,0.18,0,0,2,0
2486,Nikola Soldo,hr CRO,DF,Köln,de Bundesliga,21,2001,7,6,593,6.6,0.00,0.00,0.00,0.00,0,0,1,0
2487,Carlos Soler,es ESP,MF,Valencia,es La Liga,25,1997,3,3,242,2.7,0.37,0.00,0.37,0.00,1,1,0,0
2488,Carlos Soler,es ESP,MF,Paris S-G,fr Ligue 1,25,1997,26,14,"1,187",13.2,0.23,0.15,0.38,0.23,0,0,0,0
2489,François-Joseph Sollacaro,fr FRA,GK,Ajaccio,fr Ligue 1,28,1994,6,6,540,6.0,0.00,0.00,0.00,0.00,0,0,1,0
2490,Manor Solomon,il ISR,FW,Fulham,eng Premier League,23,1999,19,4,572,6.4,0.63,0.00,0.63,0.63,0,0,0,0
2491,Yann Sommer,ch SUI,GK,Bayern Munich,de Bundesliga,33,1988,19,19,"1,710",19.0,0.00,0.00,0.00,0.00,0,0,1,0
2492,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,33,1988,10,10,900,10.0,0.00,0.00,0.00,0.00,0,0,0,0
2493,Brandon Soppy,fr FRA,DF,Udinese,it Serie A,20,2002,1,1,90,1.0,0.00,0.00,0.00,0.00,0,0,1,0
2494,Brandon Soppy,fr FRA,DF,Atalanta,it Serie A,20,2002,15,8,643,7.1,0.00,0.42,0.42,0.00,0,0,2,0
2495,David Soria,es ESP,GK,Getafe,es La Liga,29,1993,38,38,"3,420",38.0,0.00,0.00,0.00,0.00,0,0,2,0
2496,Roberto Soriano,it ITA,"FW,MF",Bologna,it Serie A,31,1991,27,15,"1,326",14.7,0.07,0.20,0.27,0.07,0,0,1,0
2497,Borna Sosa,hr CRO,DF,Stuttgart,de Bundesliga,24,1998,25,22,"1,955",21.7,0.09,0.32,0.41,0.09,0,0,5,0
2498,Joaquin Sosa,uy URU,DF,Bologna,it Serie A,20,2002,10,7,688,7.6,0.00,0.00,0.00,0.00,0,0,2,0
2499,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,18,2003,1,0,17,0.2,0.00,0.00,0.00,0.00,0,0,0,0
2500,Florian Sotoca,fr FRA,"MF,FW",Lens,fr Ligue 1,31,1990,38,34,"3,054",33.9,0.21,0.27,0.47,0.18,1,3,4,0
2501,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,23,1999,18,9,833,9.3,0.00,0.22,0.22,0.00,0,0,1,0
2502,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,27,1995,36,32,"2,815",31.3,0.06,0.10,0.16,0.06,0,0,3,0
2503,Matìas Soulé,ar ARG,"MF,FW",Juventus,it Serie A,19,2003,13,4,420,4.7,0.21,0.00,0.21,0.21,0,0,0,0
2504,Moussa Soumano,fr FRA,FW,Ajaccio,fr Ligue 1,17,2005,14,5,495,5.5,0.18,0.00,0.18,0.18,0,0,3,0
2505,Adama Soumaoro,fr FRA,DF,Bologna,it Serie A,30,1992,23,22,"1,867",20.7,0.00,0.00,0.00,0.00,0,0,5,1
2506,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,23,1999,26,20,"1,629",18.1,0.00,0.00,0.00,0.00,0,0,9,0
2507,Arnaud Souquet,fr FRA,"DF,FW",Montpellier,fr Ligue 1,30,1992,12,3,361,4.0,0.00,0.00,0.00,0.00,0,0,1,0
2508,Dyego Sousa,pt POR,FW,Almería,es La Liga,32,1989,20,3,527,5.9,0.00,0.17,0.17,0.00,0,0,1,0
2509,Harry Souttar,au AUS,DF,Leicester City,eng Premier League,23,1998,12,11,992,11.0,0.00,0.09,0.09,0.00,0,0,2,0
2510,Vinicius Souza,br BRA,MF,Espanyol,es La Liga,23,1999,34,27,"2,428",27.0,0.04,0.04,0.07,0.04,0,0,10,1
2511,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,25,1997,32,30,"2,646",29.4,0.14,0.00,0.14,0.14,0,0,9,0
2512,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,26,1996,7,6,529,5.9,0.17,0.00,0.17,0.17,0,0,2,0
2513,Kevin Spadanuda,ch SUI,"MF,FW",Ajaccio,fr Ligue 1,25,1997,22,13,"1,063",11.8,0.00,0.08,0.08,0.00,0,0,3,0
2514,Djed Spence,eng ENG,"FW,DF",Tottenham,eng Premier League,21,2000,4,0,7,0.1,0.00,0.00,0.00,0.00,0,0,0,0
2515,Djed Spence,eng ENG,DF,Rennes,fr Ligue 1,21,2000,8,7,573,6.4,0.00,0.00,0.00,0.00,0,0,0,0
2516,Stijn Spierings,nl NED,MF,Toulouse,fr Ligue 1,26,1996,36,35,"3,120",34.7,0.06,0.00,0.06,0.06,0,0,6,0
2517,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,29,1993,26,18,"1,654",18.4,0.05,0.22,0.27,0.05,0,0,3,0
2518,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,30,1992,15,14,"1,339",14.9,0.00,0.00,0.00,0.00,0,0,0,0
2519,Jack Stacey,eng ENG,DF,Bournemouth,eng Premier League,26,1996,10,3,299,3.3,0.00,0.00,0.00,0.00,0,0,2,0
2520,Anton Stach,de GER,MF,Mainz 05,de Bundesliga,23,1998,30,22,"2,070",23.0,0.04,0.17,0.22,0.04,0,0,4,0
2521,Kostas Stafylidis,gr GRE,"DF,MF",Bochum,de Bundesliga,28,1993,19,11,"1,043",11.6,0.00,0.17,0.17,0.00,0,0,4,0
2522,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,25,1996,32,21,"1,855",20.6,0.15,0.15,0.29,0.15,0,0,5,0
2523,Veit Stange,de GER,MF,Hertha BSC,de Bundesliga,18,2004,1,0,8,0.1,0.00,0.00,0.00,0.00,0,0,0,0
2524,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,22,2000,14,4,579,6.4,0.00,0.00,0.00,0.00,0,0,1,0
2525,Junior Stanislas,eng ENG,MF,Bournemouth,eng Premier League,32,1989,4,0,61,0.7,0.00,0.00,0.00,0.00,0,0,0,0
2526,Jay Stansfield,eng ENG,FW,Fulham,eng Premier League,19,2002,3,1,87,1.0,0.00,0.00,0.00,0.00,0,0,0,0
2527,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,27,1995,27,23,"2,077",23.1,0.00,0.00,0.00,0.00,0,0,9,0
2528,Jason Steele,eng ENG,GK,Brighton,eng Premier League,31,1990,15,15,"1,350",15.0,0.00,0.07,0.07,0.00,0,0,1,0
2529,Calvin Stengs,nl NED,FW,Nice,fr Ligue 1,23,1998,4,3,212,2.4,0.00,0.00,0.00,0.00,0,0,0,0
2530,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,26,1996,12,3,333,3.7,0.00,0.27,0.27,0.00,0,0,0,0
2531,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,28,1994,2,0,46,0.5,0.00,0.00,0.00,0.00,0,0,0,0
2532,Jack Stephens,eng ENG,DF,Bournemouth,eng Premier League,28,1994,15,13,"1,173",13.0,0.00,0.00,0.00,0.00,0,0,3,0
2533,Raheem Sterling,eng ENG,"FW,MF",Chelsea,eng Premier League,27,1994,28,23,"1,891",21.0,0.29,0.14,0.43,0.29,0,0,4,0
2534,Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,21,2001,20,6,704,7.8,0.13,0.13,0.26,0.13,0,0,1,0
2535,Lars Stindl,de GER,"FW,MF",M'Gladbach,de Bundesliga,33,1988,29,20,"1,734",19.3,0.42,0.36,0.78,0.42,0,0,9,0
2536,Kevin Stöger,at AUT,MF,Bochum,de Bundesliga,28,1993,32,29,"2,599",28.9,0.17,0.10,0.28,0.07,3,3,3,0
2537,Petar Stojanović,si SVN,DF,Empoli,it Serie A,26,1995,27,16,"1,530",17.0,0.00,0.06,0.06,0.00,0,0,3,0
2538,John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,28,1994,23,21,"1,846",20.5,0.10,0.10,0.20,0.10,0,0,2,0
2539,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,es La Liga,22,2000,32,20,"1,705",18.9,0.21,0.21,0.42,0.21,0,0,4,0
2540,Tony Strata,fr FRA,"MF,DF",Ajaccio,fr Ligue 1,17,2004,3,1,138,1.5,0.00,0.00,0.00,0.00,0,0,1,0
2541,Gabriel Strefezza,,"DF,FW",Lecce,it Serie A,25,1997,35,30,"2,442",27.1,0.29,0.15,0.44,0.22,2,3,5,0
2542,Dávid Strelec,sk SVK,FW,Spezia,it Serie A,21,2001,7,1,169,1.9,0.00,0.00,0.00,0.00,0,0,0,0
2543,Pascal Struijk,nl NED,DF,Leeds United,eng Premier League,22,1999,29,26,"2,200",24.4,0.08,0.04,0.12,0.08,0,0,5,0
2544,Cristhian Stuani,uy URU,FW,Girona,es La Liga,35,1986,32,8,"1,090",12.1,0.74,0.00,0.74,0.33,5,6,8,0
2545,Damián Suárez,uy URU,"DF,MF",Getafe,es La Liga,34,1988,28,26,"1,946",21.6,0.05,0.05,0.09,0.05,0,0,7,0
2546,Denis Suárez,es ESP,"MF,FW",Espanyol,es La Liga,28,1994,18,11,945,10.5,0.00,0.00,0.00,0.00,0,0,2,0
2547,Mario Suárez,es ESP,"MF,DF",Rayo Vallecano,es La Liga,35,1987,2,0,12,0.1,0.00,0.00,0.00,0.00,0,0,0,1
2548,Gabriel Suazo,cl CHI,DF,Toulouse,fr Ligue 1,24,1997,18,14,"1,259",14.0,0.00,0.07,0.07,0.00,0,0,1,0
2549,Isaac Success,ng NGA,FW,Udinese,it Serie A,26,1996,30,21,"1,815",20.2,0.05,0.30,0.35,0.05,0,0,4,0
2550,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,26,1995,29,23,"2,118",23.5,0.08,0.13,0.21,0.08,0,0,2,0
2551,Ibrahim Sulemana,gh GHA,MF,Hellas Verona,it Serie A,19,2003,16,6,651,7.2,0.00,0.00,0.00,0.00,0,0,4,0
2552,Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,eng Premier League,20,2002,18,10,966,10.7,0.19,0.09,0.28,0.19,0,0,1,0
2553,Kamaldeen Sulemana,gh GHA,"FW,MF",Rennes,fr Ligue 1,20,2002,14,2,326,3.6,0.28,0.00,0.28,0.28,0,0,1,0
2554,Crysencio Summerville,nl NED,FW,Leeds United,eng Premier League,20,2001,28,12,"1,426",15.8,0.25,0.13,0.38,0.25,0,0,4,0
2555,Ivan Šunjić,hr CRO,MF,Hertha BSC,de Bundesliga,25,1996,18,12,993,11.0,0.00,0.00,0.00,0.00,0,0,4,0
2556,Sam Surridge,eng ENG,FW,Nott'ham Forest,eng Premier League,24,1998,20,1,323,3.6,0.28,0.00,0.28,0.28,0,0,2,0
2557,Suso,es ESP,"MF,FW",Sevilla,es La Liga,28,1993,25,10,"1,065",11.8,0.17,0.34,0.51,0.17,0,0,1,0
2558,Yuito Suzuki,jp JPN,"FW,MF",Strasbourg,fr Ligue 1,20,2001,3,0,36,0.4,2.50,0.00,2.50,2.50,0,0,0,0
2559,Mattias Svanberg,se SWE,"MF,FW",Wolfsburg,de Bundesliga,23,1999,32,21,"1,835",20.4,0.20,0.29,0.49,0.20,0,0,4,0
2560,Mile Svilar,rs SRB,GK,Roma,it Serie A,22,1999,3,3,270,3.0,0.00,0.00,0.00,0.00,0,0,1,0
2561,Williot Swedberg,se SWE,MF,Celta Vigo,es La Liga,18,2004,4,0,55,0.6,0.00,0.00,0.00,0.00,0,0,1,0
2562,Issiaga Sylla,gn GUI,DF,Montpellier,fr Ligue 1,28,1994,15,15,"1,305",14.5,0.07,0.21,0.28,0.07,0,0,0,0
2563,Issiaga Sylla,gn GUI,DF,Toulouse,fr Ligue 1,28,1994,17,16,"1,372",15.2,0.00,0.00,0.00,0.00,0,0,3,0
2564,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,32,1990,28,28,"2,472",27.5,0.00,0.00,0.00,0.00,0,0,0,0
2565,Dominik Szoboszlai,hu HUN,"MF,FW",RB Leipzig,de Bundesliga,21,2000,31,28,"2,444",27.2,0.22,0.29,0.52,0.18,1,1,5,2
2566,Alexander Sørloth,no NOR,FW,Real Sociedad,es La Liga,26,1995,34,28,"2,386",26.5,0.45,0.11,0.57,0.45,0,0,4,0
2567,Alexander Sørloth,no NOR,FW,RB Leipzig,de Bundesliga,26,1995,1,0,6,0.1,0.00,0.00,0.00,0.00,0,0,1,0
2568,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,29,1992,34,34,"2,991",33.2,0.03,0.09,0.12,0.03,0,0,5,0
2569,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,26,1996,33,28,"2,487",27.6,0.04,0.00,0.04,0.04,0,0,6,0
2570,Benjamin Tahirovic,ba BIH,MF,Roma,it Serie A,19,2003,11,4,355,3.9,0.00,0.00,0.00,0.00,0,0,1,0
2571,Waniss Taibi,fr FRA,MF,Angers,fr Ligue 1,20,2002,11,1,189,2.1,0.00,0.48,0.48,0.00,0,0,1,0
2572,Flavien Tait,fr FRA,MF,Rennes,fr Ligue 1,29,1993,30,19,"1,680",18.7,0.11,0.11,0.21,0.11,0,0,2,0
2573,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,24,1998,38,38,"3,420",38.0,0.03,0.05,0.08,0.03,0,0,0,0
2574,Thibault Tamas,fr FRA,DF,Montpellier,fr Ligue 1,21,2001,1,0,10,0.1,0.00,0.00,0.00,0.00,0,0,0,0
2575,Adrien Tameze,cm CMR,MF,Hellas Verona,it Serie A,28,1994,37,35,"3,031",33.7,0.00,0.00,0.00,0.00,0,0,3,0
2576,Japhet Tanganga,eng ENG,DF,Tottenham,eng Premier League,23,1999,4,2,146,1.6,0.00,0.00,0.00,0.00,0,0,0,0
2577,Renato Tapia,pe PER,"MF,DF",Celta Vigo,es La Liga,27,1995,28,16,"1,451",16.1,0.00,0.00,0.00,0.00,0,0,8,1
2578,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,23,1999,33,32,"2,871",31.9,0.03,0.00,0.03,0.00,1,2,5,0
2579,Florian Tardieu,fr FRA,MF,Troyes,fr Ligue 1,30,1992,15,11,"1,009",11.2,0.27,0.00,0.27,0.00,3,3,2,0
2580,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,26,1995,17,6,610,6.8,0.00,0.00,0.00,0.00,0,0,1,0
2581,James Tarkowski,eng ENG,DF,Everton,eng Premier League,29,1992,38,38,"3,420",38.0,0.03,0.03,0.05,0.03,0,0,6,0
2582,Ciprian Tătărușanu,ro ROU,GK,Milan,it Serie A,36,1986,16,16,"1,440",16.0,0.00,0.06,0.06,0.00,0,0,0,0
2583,Niklas Tauer,de GER,"DF,MF",Mainz 05,de Bundesliga,21,2001,3,0,93,1.0,0.00,0.00,0.00,0.00,0,0,0,0
2584,Nuno Tavares,pt POR,"DF,MF",Marseille,fr Ligue 1,22,2000,31,23,"2,349",26.1,0.23,0.00,0.23,0.23,0,0,6,1
2585,Marcus Tavernier,eng ENG,"MF,FW",Bournemouth,eng Premier League,23,1999,23,19,"1,743",19.4,0.26,0.21,0.46,0.26,0,0,1,0
2586,Enzo Tchato,cm CMR,DF,Montpellier,fr Ligue 1,19,2002,21,11,"1,096",12.2,0.08,0.08,0.16,0.08,0,0,1,0
2587,Aurélien Tchouaméni,fr FRA,MF,Real Madrid,es La Liga,22,2000,33,24,"2,119",23.5,0.00,0.17,0.17,0.00,0,0,2,0
2588,Mathys Tel,fr FRA,FW,Bayern Munich,de Bundesliga,17,2005,22,1,417,4.6,1.08,0.00,1.08,1.08,0,0,2,0
2589,Semir Telalovic,de GER,"MF,FW",M'Gladbach,de Bundesliga,22,1999,3,0,10,0.1,0.00,0.00,0.00,0.00,0,0,0,0
2590,Alex Telles,br BRA,DF,Sevilla,es La Liga,29,1992,27,15,"1,427",15.9,0.00,0.13,0.13,0.00,0,0,6,0
2591,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,30,1992,38,38,"3,347",37.2,0.00,0.00,0.00,0.00,0,0,0,0
2592,Simon Terodde,de GER,FW,Schalke 04,de Bundesliga,34,1988,32,21,"1,823",20.3,0.25,0.00,0.25,0.25,0,1,5,0
2593,Filippo Terracciano,it ITA,"DF,MF",Hellas Verona,it Serie A,19,2003,20,7,821,9.1,0.00,0.11,0.11,0.00,0,0,2,0
2594,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,32,1990,29,29,"2,610",29.0,0.00,0.00,0.00,0.00,0,0,1,0
2595,Ramón Terrats,es ESP,MF,Villarreal,es La Liga,21,2000,16,11,816,9.1,0.11,0.11,0.22,0.11,0,0,1,0
2596,Ramón Terrats,es ESP,MF,Girona,es La Liga,21,2000,8,2,212,2.4,0.00,0.00,0.00,0.00,0,0,0,0
2597,Martin Terrier,fr FRA,"FW,MF",Rennes,fr Ligue 1,25,1997,16,16,"1,319",14.7,0.61,0.27,0.89,0.61,0,0,0,0
2598,Aleksa Terzić,rs SRB,DF,Fiorentina,it Serie A,22,1999,22,8,935,10.4,0.10,0.10,0.19,0.10,0,0,2,0
2599,Tetê,br BRA,FW,Leicester City,eng Premier League,22,2000,13,9,734,8.2,0.12,0.00,0.12,0.12,0,0,0,0
2600,Tetê,br BRA,"FW,MF",Lyon,fr Ligue 1,22,2000,17,14,"1,107",12.3,0.49,0.16,0.65,0.49,0,0,3,0
2601,Kenny Tete,nl NED,DF,Fulham,eng Premier League,26,1995,31,29,"2,569",28.5,0.04,0.18,0.21,0.04,0,0,8,0
2602,Florian Thauvin,fr FRA,"FW,MF",Udinese,it Serie A,29,1993,16,5,546,6.1,0.00,0.00,0.00,0.00,0,0,1,0
2603,Arthur Theate,be BEL,DF,Rennes,fr Ligue 1,22,2000,35,35,"3,127",34.7,0.12,0.00,0.12,0.12,0,0,5,0
2604,Malick Thiaw,de GER,DF,Milan,it Serie A,20,2001,20,15,"1,362",15.1,0.00,0.00,0.00,0.00,0,0,5,0
2605,Malick Thiaw,de GER,DF,Schalke 04,de Bundesliga,20,2001,3,3,270,3.0,0.00,0.00,0.00,0.00,0,0,2,0
2606,Jan Thielmann,de GER,FW,Köln,de Bundesliga,20,2002,23,6,869,9.7,0.21,0.21,0.41,0.21,0,0,5,0
2607,Sada Thioub,sn SEN,"DF,FW",Angers,fr Ligue 1,27,1995,27,11,"1,060",11.8,0.08,0.17,0.25,0.08,0,0,3,0
2608,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,21,2001,17,11,"1,073",11.9,0.00,0.00,0.00,0.00,0,0,3,0
2609,Adrien Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,28,1993,15,10,937,10.4,0.00,0.19,0.19,0.00,0,0,2,0
2610,Adrien Thomasson,fr FRA,"MF,FW",Lens,fr Ligue 1,28,1993,20,16,"1,278",14.2,0.35,0.35,0.70,0.35,0,0,1,0
2611,Morten Thorsby,no NOR,MF,Union Berlin,de Bundesliga,26,1996,24,8,833,9.3,0.11,0.11,0.22,0.11,0,0,3,0
2612,Kristian Thorstvedt,no NOR,MF,Sassuolo,it Serie A,23,1999,31,13,"1,136",12.6,0.16,0.08,0.24,0.16,0,0,5,0
2613,Khéphren Thuram,fr FRA,MF,Nice,fr Ligue 1,21,2001,35,30,"2,547",28.3,0.07,0.14,0.21,0.07,0,0,3,0
2614,Marcus Thuram,fr FRA,FW,M'Gladbach,de Bundesliga,24,1997,30,28,"2,513",27.9,0.47,0.21,0.68,0.47,0,0,3,0
2615,Alexis Tibidi,fr FRA,"FW,MF",Troyes,fr Ligue 1,18,2003,3,0,74,0.8,0.00,0.00,0.00,0.00,0,0,0,0
2616,Youri Tielemans,be BEL,MF,Leicester City,eng Premier League,25,1997,31,27,"2,344",26.0,0.12,0.08,0.19,0.08,1,2,4,0
2617,Kieran Tierney,sct SCO,DF,Arsenal,eng Premier League,25,1997,27,6,795,8.8,0.00,0.11,0.11,0.00,0,0,0,0
2618,Steffen Tigges,de GER,FW,Köln,de Bundesliga,24,1998,30,17,"1,596",17.7,0.34,0.06,0.39,0.34,0,0,1,0
2619,Jean-Clair Todibo,fr FRA,DF,Nice,fr Ligue 1,22,1999,34,33,"2,870",31.9,0.00,0.00,0.00,0.00,0,0,4,2
2620,Harry Toffolo,eng ENG,DF,Nott'ham Forest,eng Premier League,26,1995,19,9,940,10.4,0.00,0.00,0.00,0.00,0,0,2,0
2621,Umut Tohumcu,de GER,"MF,DF",Hoffenheim,de Bundesliga,17,2004,8,2,271,3.0,0.00,0.00,0.00,0.00,0,0,0,0
2622,Karl Toko Ekambi,cm CMR,"FW,MF",Rennes,fr Ligue 1,29,1992,17,11,972,10.8,0.28,0.19,0.46,0.28,0,0,0,0
2623,Karl Toko Ekambi,cm CMR,"FW,MF",Lyon,fr Ligue 1,29,1992,19,15,"1,353",15.0,0.27,0.13,0.40,0.27,0,0,1,0
2624,Corentin Tolisso,fr FRA,MF,Lyon,fr Ligue 1,27,1994,30,25,"2,036",22.6,0.04,0.09,0.13,0.04,0,0,3,0
2625,Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,27,1994,31,29,"2,672",29.7,0.00,0.03,0.03,0.00,0,0,3,0
2626,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,31,1990,32,32,"2,784",30.9,0.06,0.03,0.10,0.06,0,0,8,0
